Built-in,Main,2G Band,Technology,Mobile,Bluetooth,Browser,3G Band,USB,Radio,Weight,Data,CPU,Games,Features,NFC,Price_RS,Capacity,Audio,Torch,Colors,Front,GPS,OS,Extra,Size,Price_USD,Dimensions,WLAN,Card,Brand,Messaging
4GB built-in 512MB RAM + 4GB Free,"3.0 MP, autofocus, Flash Light",GSM: 900 / 1800,FWVGA Screen,Calme_Spark-S33,v3.0,HTML5,WCDMA / 2100,Yes,No,N/a,"GPRS, EDGE, 3G",1.2 GHZ Dual-Core,built-in + downloadable,Video,No,8300,1950 mAh,"3.5mm audio jack, Speakerphone",Yes,"Black, White",1.3 MP,Yes,Android 4.2 (Jelly Bean),"Google Search, Maps, Gmail, Facebook, Skype, Youtube, Twitter, Yahoo, * 3D Cambered surface Design, Speakerphone",5.0 inches,62,N/a,Wi-Fi 802.11,4GB Free microSD Card (supports up 64GB),Calme,"SMS, MMS, email"
